"name","ip_address","fqdn","state","guest_os_fullname","guest_reconciled","memory","sys_class_name","cpus","disks","change_control","bios_uuid","comments","company","correlation_id","sys_created_on","sys_created_by","dns_domain","short_description","discovery_source","disks_size","host_name","sys_domain","environment","first_discovered","server","image_path","install_status","location","mac_address","managed_by_group","managed_by","manufacturer","model_id","model_number","last_discovered","operational_status","delivery_date","order_date","owned_by","serial_number","size","support_group","supported_by","sys_tags","sys_updated_on","sys_updated_by","sys_mod_count","vm_cluster_name","vm_inst_id","vm_instance_uuid","vcenter_uuid","vcenter_ref","guest_id","host_id","vendor"
"gpdcapcispr002","10.122.227.197","gpdcapcispr002","On","Red Hat Enterprise Linux 7 (64-bit)","false","16,384","VMware Virtual Machine Instance","16","2","","4203b968-4804-a8f7-f073-bbc53666c078","","","42 03 b9 68 48 04 a8 f7-f0 73 bb c5 36 66 c0 78","2023-05-11 07:17:38","prd_mid","","","ServiceNow","900","","global","","2023-05-11 07:17:38","","[vsan-gpdc-a] f9580963-c01f-be82-6acb-e4434b1e1372/gpdcapcispr002-Restore.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:53","Operational","","","","","","","","","2023-05-11 21:09:53","prd_mid","1","","","50037dd6-cd93-493d-2037-ac5763fa7e41","31e0be68-8b0d-403b-ad96-a17a891996e6","vCenter@10.122.194.70","rhel7_64Guest","",""
"gpdcapcisco001","","","On","CentOS 4/5/6 (64-bit)","false","4,096","VMware Virtual Machine Instance","4","2","","4203d75d-7fd1-070b-b2a6-81e453702074","","","42 03 d7 5d 7f d1 07 0b-b2 a6 81 e4 53 70 20 74","2023-05-11 07:17:38","prd_mid","","","ServiceNow","250","","global","","2023-05-11 07:17:38","","[vsan-gpdc-a] d62e1c60-8ea5-5ec5-b9f5-e4434b221e1e/gpdcapcisco001.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:53","Operational","","","","","","","","","2023-05-11 21:09:53","prd_mid","1","","","500374cd-174c-9e4a-0bb1-dfeb8be0bb10","31e0be68-8b0d-403b-ad96-a17a891996e6","vCenter@10.122.194.70","centos64Guest","",""
"gpdcwnsprtc001","10.122.244.30","gpdcwnsprtc001","On","Microsoft Windows Server 2016 or later (64-bit)","false","4,096","VMware Virtual Machine Instance","4","2","","42030188-c267-187a-3793-2320504e2542","","","42 03 01 88 c2 67 18 7a-37 93 23 20 50 4e 25 42","2023-05-11 07:17:37","prd_mid","","","ServiceNow","100","","global","","2023-05-11 07:17:37","","[vsan-gpdc-a] b4039e62-b27c-d270-1713-246e96af993a/dcwnsprtc001.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:52","Operational","","","","","","","","","2023-05-11 21:09:52","prd_mid","1","","","50035eef-8870-9f95-1be6-08e2b068bf5c","31e0be68-8b0d-403b-ad96-a17a891996e6","vCenter@10.122.194.70","windows9Server64Guest","",""
"gpdcwnspbas002","10.122.244.5","gpdcwnspbas002","On","Microsoft Windows Server 2016 or later (64-bit)","false","12,288","VMware Virtual Machine Instance","2","4","","420386f9-01d8-11c1-74d3-b3d5d5d2d201","","","42 03 86 f9 01 d8 11 c1-74 d3 b3 d5 d5 d2 d2 01","2023-05-11 07:17:37","prd_mid","","","ServiceNow","185","","global","","2023-05-11 07:17:37","","[vsan-gpdc-a] 2203d660-5c9a-2b56-935b-246e96b083d6/gpdcwnspbas002.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:52","Operational","","","","","","","","","2023-05-11 21:09:52","prd_mid","1","","","50035a4e-8a7e-bf72-086a-2a40a3b9cf9f","31e0be68-8b0d-403b-ad96-a17a891996e6","vCenter@10.122.194.70","windows9Server64Guest","",""
"gpdcwnspbas001","10.122.244.4","gpdcwnspbas001","On","Microsoft Windows Server 2016 or later (64-bit)","false","12,288","VMware Virtual Machine Instance","2","4","","4203ff08-8f37-ac1c-debb-02ca124c5126","","","42 03 ff 08 8f 37 ac 1c-de bb 02 ca 12 4c 51 26","2023-05-11 07:17:37","prd_mid","","","ServiceNow","185","","global","","2023-05-11 07:17:37","","[vsan-gpdc-a] adf6d560-8243-86fb-61c5-e4434b24ad0e/gpdcwnspbas001.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:52","Operational","","","","","","","","","2023-05-11 21:09:52","prd_mid","1","","","500364d4-ca3c-ffca-3584-8dc2bb09aed7","31e0be68-8b0d-403b-ad96-a17a891996e6","vCenter@10.122.194.70","windows9Server64Guest","",""
"gpdcwnspbdb001","10.122.244.7","gpdcwnspbdb001","On","Microsoft Windows Server 2016 or later (64-bit)","false","16,384","VMware Virtual Machine Instance","4","5","","42036c46-7752-540d-f979-beb06eb16373","","","42 03 6c 46 77 52 54 0d-f9 79 be b0 6e b1 63 73","2023-05-11 07:17:37","prd_mid","","","ServiceNow","285","","global","","2023-05-11 07:17:37","","[vsan-gpdc-a] 9a18d660-3618-99f9-f2d7-e4434b247ffa/gpdcwnspbdb001.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:52","Operational","","","","","","","","","2023-05-11 21:09:52","prd_mid","1","","","5003d377-f864-93d5-960b-c5ece5a0d822","31e0be68-8b0d-403b-ad96-a17a891996e6","vCenter@10.122.194.70","windows9Server64Guest","",""
"gpdclxoemas001","10.122.250.10","gpdclxoemas001","On","Red Hat Enterprise Linux 7 (64-bit)","false","32,768","VMware Virtual Machine Instance","4","1","","420366a0-e2d8-2999-9fc8-3b2799f0e627","","","42 03 66 a0 e2 d8 29 99-9f c8 3b 27 99 f0 e6 27","2023-05-11 07:17:37","prd_mid","","","ServiceNow","110","","global","","2023-05-11 07:17:37","","[vsan-gpdc-a] 71dd3861-08d0-f24e-af06-e4434b221e1e/gpdclxoraoe001.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:52","Operational","","","","","","","","","2023-05-11 21:09:52","prd_mid","1","","","5003919e-2429-7ef9-daaf-b21824cf3abd","31e0be68-8b0d-403b-ad96-a17a891996e6","vCenter@10.122.194.70","rhel7_64Guest","",""
"gpdcwnspbas003","10.122.244.6","gpdcwnspbas003","On","Microsoft Windows Server 2016 or later (64-bit)","false","8,192","VMware Virtual Machine Instance","2","4","","42038c59-f5a2-9ffe-6004-d5469d65af87","","","42 03 8c 59 f5 a2 9f fe-60 04 d5 46 9d 65 af 87","2023-05-11 07:17:37","prd_mid","","","ServiceNow","185","","global","","2023-05-11 07:17:37","","[vsan-gpdc-a] a30ed660-0cf1-c7b7-e09e-e4434b247ffa/gpdcwnspbas003.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:52","Operational","","","","","","","","","2023-05-11 21:09:52","prd_mid","1","","","5003e1d4-ec4a-7ab2-8a84-c165608e89c3","31e0be68-8b0d-403b-ad96-a17a891996e6","vCenter@10.122.194.70","windows9Server64Guest","",""
"gpdclxmdnns103","10.122.255.121","gpdclxmdnns103","On","Red Hat Enterprise Linux 7 (64-bit)","false","4,096","VMware Virtual Machine Instance","4","6","","42031eb0-eb77-e132-30b8-f739a574be2d","","","42 03 1e b0 eb 77 e1 32-30 b8 f7 39 a5 74 be 2d","2023-05-11 07:17:37","prd_mid","","","ServiceNow","140","","global","","2023-05-11 07:17:37","","[vsan-gpdc-a] ab77475c-26d3-afad-1838-e4434b24ad0e/gpdclxmdnns103.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:51","Operational","","","","","","","","","2023-05-11 21:09:51","prd_mid","1","","","5003c3f5-e5d6-fbab-b84d-75251f01bbdd","31e0be68-8b0d-403b-ad96-a17a891996e6","vCenter@10.122.194.70","rhel7_64Guest","",""
"gpdclxmdnns105","10.122.255.219","gpdclxmdnns105.gp.ocean.com","On","Red Hat Enterprise Linux 7 (64-bit)","false","4,096","VMware Virtual Machine Instance","4","6","","4203eacb-589f-41c4-c21a-43a0bcde65b1","","","42 03 ea cb 58 9f 41 c4-c2 1a 43 a0 bc de 65 b1","2023-05-11 07:17:37","prd_mid","","","ServiceNow","140","","global","","2023-05-11 07:17:37","","[vsan-gpdc-a] b677475c-4227-8aba-3b04-246e96b2a21a/gpdclxmdnns105.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:51","Operational","","","","","","","","","2023-05-11 21:09:51","prd_mid","1","","","5003d445-8c4a-0c35-255d-788b802005e1","31e0be68-8b0d-403b-ad96-a17a891996e6","vCenter@10.122.194.70","rhel7_64Guest","",""
"gpdclxmdnjb004","10.26.192.100","gpdclxmdnjb004","On","Red Hat Enterprise Linux 7 (64-bit)","false","6,144","VMware Virtual Machine Instance","4","1","","4203935c-fbca-5e87-dbfc-c0e9a0485531","","","42 03 93 5c fb ca 5e 87-db fc c0 e9 a0 48 55 31","2023-05-11 07:17:37","prd_mid","","","ServiceNow","60","","global","","2023-05-11 07:17:37","","[vsan-gpdc-a] 1055a661-b279-f767-8539-e4434b221e1e/gpdclxmdnjb004.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:51","Operational","","","","","","","","","2023-05-11 21:09:51","prd_mid","1","","","5003d6de-3de5-99ae-6619-5a3c735e5f68","31e0be68-8b0d-403b-ad96-a17a891996e6","vCenter@10.122.194.70","rhel7_64Guest","",""
"gpdclxmdnjb001","10.122.192.100","gpdclxmdnjb001.gp.ocean.com","On","Red Hat Enterprise Linux 7 (64-bit)","false","6,144","VMware Virtual Machine Instance","4","1","","4203e1cd-49ab-54db-495c-b6c08801ff23","","","42 03 e1 cd 49 ab 54 db-49 5c b6 c0 88 01 ff 23","2023-05-11 07:17:37","prd_mid","","","ServiceNow","60","","global","","2023-05-11 07:17:37","","[vsan-gpdc-a] 0f55a661-5a01-c687-95d0-e4434b1e3a40/gpdclxmdnjb001.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:51","Operational","","","","","","","","","2023-05-11 21:09:51","prd_mid","1","","","5003dff8-0e4e-db50-8211-ff5ea2beecf3","31e0be68-8b0d-403b-ad96-a17a891996e6","vCenter@10.122.194.70","rhel7_64Guest","",""
"GPNEPTOB1","10.10.74.121","gpneptob1.gp.cruises.princess.com","On","Microsoft Windows Server 2012 (64-bit)","false","12,288","VMware Virtual Machine Instance","4","2","","42072948-728e-c75b-52c4-edec81ce3f56","","","42 07 29 48 72 8e c7 5b-52 c4 ed ec 81 ce 3f 56","2023-05-11 07:17:36","prd_mid","","","ServiceNow","115","","global","","2023-05-11 07:17:36","","[vsan-gpdc-a] 6bd5ea62-7e30-73f6-e46c-246e968796f8/gpneptob1.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:50","Operational","","","","","","","","","2023-05-11 21:09:50","prd_mid","1","","","5007133d-f844-5f47-b925-35b7bac977b5","31e0be68-8b0d-403b-ad96-a17a891996e6","vCenter@10.122.194.70","windows8Server64Guest","",""
"GPNEPTUDC","10.10.240.4","GPNEPTUDC","On","Microsoft Windows Server 2016 or later (64-bit)","false","8,192","VMware Virtual Machine Instance","2","2","","420773d5-1dcb-2332-ef1f-570b0b865bb0","","","42 07 73 d5 1d cb 23 32-ef 1f 57 0b 0b 86 5b b0","2023-05-11 07:17:36","prd_mid","","","ServiceNow","130","","global","","2023-05-11 07:17:36","","[vsan-gpdc-a] cfa8f262-d681-437e-e502-246e968796f8/GPNEPTUDC.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:50","Operational","","","","","","","","","2023-05-11 21:09:50","prd_mid","1","","","5007b82d-1b28-4d79-2f44-968c4324d011","31e0be68-8b0d-403b-ad96-a17a891996e6","vCenter@10.122.194.70","windows9Server64Guest","",""
"gpdclxdrmas001","10.122.250.154","ubuntu","On","Ubuntu Linux (64-bit)","false","1,024","VMware Virtual Machine Instance","1","1","","420386a1-4444-685e-3814-5928a2205e00","","","42 03 86 a1 44 44 68 5e-38 14 59 28 a2 20 5e 00","2023-05-11 07:17:36","prd_mid","","","ServiceNow","8","","global","","2023-05-11 07:17:36","","[vsan-gpdc-a] c022dd60-d231-a610-6be6-e4434b1e3a40/gpdclxdrmas001_new.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:50","Operational","","","","","","","","","2023-05-11 21:09:50","prd_mid","1","","","5003bf83-62ee-adad-fbd1-cd404a6972d6","31e0be68-8b0d-403b-ad96-a17a891996e6","vCenter@10.122.194.70","ubuntu64Guest","",""
"gpdclxmdnns106","10.122.255.221","gpdclxmdnns106.gp.ocean.com","On","Red Hat Enterprise Linux 7 (64-bit)","false","4,096","VMware Virtual Machine Instance","4","6","","4203df89-b41b-d2dc-820e-27aa4f9f0bbf","","","42 03 df 89 b4 1b d2 dc-82 0e 27 aa 4f 9f 0b bf","2023-05-11 07:17:36","prd_mid","","","ServiceNow","140","","global","","2023-05-11 07:17:36","","[vsan-gpdc-a] 1978475c-0cd2-7030-bcb7-246e96b0922e/gpdclxmdnns106.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:50","Operational","","","","","","","","","2023-05-11 21:09:50","prd_mid","1","","","500394b5-bd1d-d2df-339b-f384b2d24321","31e0be68-8b0d-403b-ad96-a17a891996e6","vCenter@10.122.194.70","rhel7_64Guest","",""
"gpdclxmdnns101","10.122.255.119","gpdclxmdnns101.gp.ocean.com","On","Red Hat Enterprise Linux 7 (64-bit)","false","4,096","VMware Virtual Machine Instance","4","6","","4203be6f-6205-cab4-9c30-d26fb5d46187","","","42 03 be 6f 62 05 ca b4-9c 30 d2 6f b5 d4 61 87","2023-05-11 07:17:36","prd_mid","","","ServiceNow","140","","global","","2023-05-11 07:17:36","","[vsan-gpdc-a] 9977475c-5e9e-20dc-5c5b-246e96af993a/gpdclxmdnns101.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:50","Operational","","","","","","","","","2023-05-11 21:09:50","prd_mid","1","","","50036a3e-4673-c0cd-57a0-dca3c998f81f","31e0be68-8b0d-403b-ad96-a17a891996e6","vCenter@10.122.194.70","rhel7_64Guest","",""
"gpdclxmdnjb003","10.26.160.100","gpdclxmdnjb003","On","Red Hat Enterprise Linux 7 (64-bit)","false","6,144","VMware Virtual Machine Instance","4","1","","42039a42-7408-ca0f-9f44-7749dcf05405","","","42 03 9a 42 74 08 ca 0f-9f 44 77 49 dc f0 54 05","2023-05-11 07:17:36","prd_mid","","","ServiceNow","60","","global","","2023-05-11 07:17:36","","[vsan-gpdc-a] 0d55a661-b60f-3f4d-dce3-e4434b24ad0e/gpdclxmdnjb003.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:50","Operational","","","","","","","","","2023-05-11 21:09:50","prd_mid","1","","","5003c02b-71c4-4ab2-e9da-26c3e56af24f","31e0be68-8b0d-403b-ad96-a17a891996e6","vCenter@10.122.194.70","rhel7_64Guest","",""
"DPAApplicationServer","10.122.253.9","idpa-dpaap","On","SUSE Linux Enterprise 12 (64-bit)","false","16,384","VMware Virtual Machine Instance","4","2","","4226e4a8-961a-529e-387f-e7cbea7570d2","","","42 26 e4 a8 96 1a 52 9e-38 7f e7 cb ea 75 70 d2","2023-05-11 07:17:05","prd_mid","","","ServiceNow","118","","global","","2023-05-11 07:17:05","","[DP-appliance-datastore] DPAApplicationServer/DPAApplicationServer.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:22","Operational","","","","","","","","","2023-05-11 21:09:22","prd_mid","2","","","5026bf7c-a7b4-a027-c29a-fd28597e4242","0b9166fc-d9c5-45de-ad92-95b4bc086b30","vCenter@10.122.253.13","sles12_64Guest","",""
"AVProxy","10.122.253.15","idpa-avamarpx","On","SUSE Linux Enterprise 11 (64-bit)","false","4,096","VMware Virtual Machine Instance","4","2","","42265acc-c92c-984f-f725-2ccf4a5179dd","","","42 26 5a cc c9 2c 98 4f-f7 25 2c cf 4a 51 79 dd","2023-05-11 07:17:05","prd_mid","","","ServiceNow","21","","global","","2023-05-11 07:17:05","","[DP-appliance-datastore] AVProxy_1/AVProxy.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:22","Operational","","","","","","","","","2023-05-11 21:09:22","prd_mid","2","","","50268574-f967-dbf0-3601-eec7870aa7f2","0b9166fc-d9c5-45de-ad92-95b4bc086b30","vCenter@10.122.253.13","sles11_64Guest","",""
"DDVE","10.122.253.16","idpa-ddmgr.gp.ocean.com","On","Other (64-bit)","false","81,920","VMware Virtual Machine Instance","8","31","","564df73c-18c6-12ac-7a3e-1bfa4da57a46","","","56 4d f7 3c 18 c6 12 ac-7a 3e 1b fa 4d a5 7a 46","2023-05-11 07:17:05","prd_mid","","","ServiceNow","115,784","","global","","2023-05-11 07:17:05","","[DP-appliance-datastore] DDVE/DDVE.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:22","Operational","","","","","","","","","2023-05-11 21:09:22","prd_mid","2","","","524ed87d-b129-b522-14de-dd27bd7872b7","0b9166fc-d9c5-45de-ad92-95b4bc086b30","vCenter@10.122.253.13","otherGuest64","",""
"DPADatastoreServer","10.122.253.10","idpa-dpads","On","SUSE Linux Enterprise 12 (64-bit)","false","16,384","VMware Virtual Machine Instance","4","2","","4226239b-2207-81c3-2cdb-09647c2c11dd","","","42 26 23 9b 22 07 81 c3-2c db 09 64 7c 2c 11 dd","2023-05-11 07:17:05","prd_mid","","","ServiceNow","118","","global","","2023-05-11 07:17:05","","[DP-appliance-datastore] DPADatastoreServer/DPADatastoreServer.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:22","Operational","","","","","","","","","2023-05-11 21:09:22","prd_mid","2","","","5026875a-1876-ca75-7710-54917de788bd","0b9166fc-d9c5-45de-ad92-95b4bc086b30","vCenter@10.122.253.13","sles12_64Guest","",""
"DataProtection-ACM","192.168.100.100","idpa-acm","On","SUSE Linux Enterprise 12 (64-bit)","false","8,192","VMware Virtual Machine Instance","4","2","","564d7da3-5f1c-1b96-4b21-176b851bea7d","","","56 4d 7d a3 5f 1c 1b 96-4b 21 17 6b 85 1b ea 7d","2023-05-11 07:17:05","prd_mid","","","ServiceNow","450","","global","","2023-05-11 07:17:05","","[DP-appliance-datastore] DataProtection-ACM/DataProtection-ACM.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:22","Operational","","","","","","","","","2023-05-11 21:09:22","prd_mid","2","","","528d958d-87ad-6e87-a504-2226bd41967b","0b9166fc-d9c5-45de-ad92-95b4bc086b30","vCenter@10.122.253.13","sles12_64Guest","",""
"DataProtection-VCSA","10.122.253.13","idpa-vcenter.gp.ocean.com","On","Other 3.x Linux (64-bit)","false","10,240","VMware Virtual Machine Instance","2","13","","564d65a5-3a4c-f8dd-9ce5-fee47d023617","","","56 4d 65 a5 3a 4c f8 dd-9c e5 fe e4 7d 02 36 17","2023-05-11 07:17:05","prd_mid","","","ServiceNow","279","","global","","2023-05-11 07:17:05","","[DP-appliance-datastore] DataProtection-VCSA/DataProtection-VCSA.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:22","Operational","","","","","","","","","2023-05-11 21:09:22","prd_mid","2","","","5269a068-aa34-e252-48ec-fa16a107db69","0b9166fc-d9c5-45de-ad92-95b4bc086b30","vCenter@10.122.253.13","other3xLinux64Guest","",""
"AVE","10.122.253.14","idpa-avamar","On","SUSE Linux Enterprise 12 (64-bit)","false","36,864","VMware Virtual Machine Instance","2","4","","4226f7b5-468d-1330-85a0-ae10b294e659","","","42 26 f7 b5 46 8d 13 30-85 a0 ae 10 b2 94 e6 59","2023-05-11 07:17:05","prd_mid","","","ServiceNow","4,769","","global","","2023-05-11 07:17:05","","[DP-appliance-datastore] AVE/AVE.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:22","Operational","","","","","","","","","2023-05-11 21:09:22","prd_mid","2","","","5026f30e-62cd-b494-0d55-081cb2e48c56","0b9166fc-d9c5-45de-ad92-95b4bc086b30","vCenter@10.122.253.13","sles12_64Guest","",""
"DPC","10.122.253.19","idpa-sysmgr","On","SUSE Linux Enterprise 12 (64-bit)","false","4,096","VMware Virtual Machine Instance","2","2","","4226e8e1-5e68-e74c-b8b6-6587866be053","","","42 26 e8 e1 5e 68 e7 4c-b8 b6 65 87 86 6b e0 53","2023-05-11 07:17:05","prd_mid","","","ServiceNow","546","","global","","2023-05-11 07:17:05","","[DP-appliance-datastore] DPC/DPC.vmx","Installed","Regal Princess","","","","","","","2023-05-11 21:09:21","Operational","","","","","","","","","2023-05-11 21:09:21","prd_mid","2","","","5026e875-0d61-69f3-2c7b-80ad6831a32c","0b9166fc-d9c5-45de-ad92-95b4bc086b30","vCenter@10.122.253.13","sles12_64Guest","",""
"mjdclxelsas001","10.124.184.225","mjdclxelsas001","On","Red Hat Enterprise Linux 7 (64-bit)","false","32,768","VMware Virtual Machine Instance","16","3","","42384b96-177a-bd74-7b24-9f3c6ffb4081","","","42 38 4b 96 17 7a bd 74-7b 24 9f 3c 6f fb 40 81","2023-04-30 23:12:37","prd_mid","","","ServiceNow","450","","global","","2023-04-30 23:12:37","","[vsan-mjdc-sc] 10f9815e-5a64-4df9-cef3-b026284c0ec0/mjdclxelsas001.vmx","Installed","Majestic Princess","","","","","","","2023-05-11 07:24:59","Operational","","","","","","","","","2023-05-11 07:24:59","prd_mid","3","","","5038fc6f-3664-391f-8304-7ae6f54e1c0c","5d4b4336-c86e-4e10-8854-4c7726adf154","vCenter@10.124.130.70","rhel7_64Guest","",""
"mjdcvmwshd001","10.124.130.69","mjdcvmwshd001","On","VMware Photon OS (64-bit)","false","16,384","VMware Virtual Machine Instance","4","2","","423896a5-8159-a60b-23e4-32527621a04d","","","42 38 96 a5 81 59 a6 0b-23 e4 32 52 76 21 a0 4d","2023-04-30 23:12:37","prd_mid","","","ServiceNow","250","","global","","2023-04-30 23:12:37","","[vsan-mjdc-sc] 20cc3761-8c48-236b-8795-b026284c4d00/mjdcvmwshd001.vmx","Installed","Majestic Princess","","","","","","","2023-05-11 07:24:59","Operational","","","","","","","","","2023-05-11 07:24:59","prd_mid","3","","","5038fa30-479c-0d36-801e-8fc45d24f41f","5d4b4336-c86e-4e10-8854-4c7726adf154","vCenter@10.124.130.70","vmwarePhoton64Guest","",""
"mjdclxopndj001","10.124.185.33","mjdclxopndj001","On","Red Hat Enterprise Linux 7 (64-bit)","false","16,384","VMware Virtual Machine Instance","4","3","","4238755b-9c9c-c370-6422-6670ff01a3c2","","","42 38 75 5b 9c 9c c3 70-64 22 66 70 ff 01 a3 c2","2023-04-30 23:12:37","prd_mid","","","ServiceNow","154","","global","","2023-04-30 23:12:37","","[vsan-mjdc-sc] 78fa815e-6a61-7341-852a-b026284db060/mjdclxopndj001.vmx","Installed","Majestic Princess","","","","","","","2023-05-11 07:24:59","Operational","","","","","","","","","2023-05-11 07:24:59","prd_mid","3","","","5038daa6-ee89-d4e5-626d-64bba5b60695","5d4b4336-c86e-4e10-8854-4c7726adf154","vCenter@10.124.130.70","rhel7_64Guest","",""
"mjdclxopnam001","10.124.185.48","mjdclxopnam001","On","Red Hat Enterprise Linux 7 (64-bit)","false","16,384","VMware Virtual Machine Instance","4","3","","4238063a-bde4-d4e9-560a-7412e923ffd0","","","42 38 06 3a bd e4 d4 e9-56 0a 74 12 e9 23 ff d0","2023-04-30 23:12:37","prd_mid","","","ServiceNow","154","","global","","2023-04-30 23:12:37","","[vsan-mjdc-sc] 78fa815e-029a-7641-f49a-b026284db060/mjdclxopnam001.vmx","Installed","Majestic Princess","","","","","","","2023-05-11 07:24:59","Operational","","","","","","","","","2023-05-11 07:24:59","prd_mid","3","","","503851d3-9194-0b1d-c4f1-c73a36737652","5d4b4336-c86e-4e10-8854-4c7726adf154","vCenter@10.124.130.70","rhel7_64Guest","",""
"mjdclxopndj006","10.124.185.38","mjdclxopndj006","On","Red Hat Enterprise Linux 7 (64-bit)","false","16,384","VMware Virtual Machine Instance","4","3","","423852d0-1ab0-2ff9-8aa8-c41c5d399976","","","42 38 52 d0 1a b0 2f f9-8a a8 c4 1c 5d 39 99 76","2023-04-30 23:12:37","prd_mid","","","ServiceNow","154","","global","","2023-04-30 23:12:37","","[vsan-mjdc-sc] 78fa815e-2434-44ec-95d7-b026284d7a20/mjdclxopndj006.vmx","Installed","Majestic Princess","","","","","","","2023-05-11 07:24:59","Operational","","","","","","","","","2023-05-11 07:24:59","prd_mid","3","","","50383732-35c1-95cd-503a-c3e0216eea68","5d4b4336-c86e-4e10-8854-4c7726adf154","vCenter@10.124.130.70","rhel7_64Guest","",""
"mjdclxopndj005","10.124.185.37","mjdclxopndj005","On","Red Hat Enterprise Linux 7 (64-bit)","false","16,384","VMware Virtual Machine Instance","4","3","","42387eb3-41a0-f02c-56f7-59a7f7ce04f3","","","42 38 7e b3 41 a0 f0 2c-56 f7 59 a7 f7 ce 04 f3","2023-04-30 23:12:37","prd_mid","","","ServiceNow","154","","global","","2023-04-30 23:12:37","","[vsan-mjdc-sc] 8dfa815e-e06d-d1ae-32b1-b02628658e90/mjdclxopndj005.vmx","Installed","Majestic Princess","","","","","","","2023-05-11 07:24:59","Operational","","","","","","","","","2023-05-11 07:24:59","prd_mid","3","","","503877b0-9447-f40e-003a-6812a92a29b3","5d4b4336-c86e-4e10-8854-4c7726adf154","vCenter@10.124.130.70","rhel7_64Guest","",""
"mjdclxopndj004","10.124.185.36","mjdclxopndj004","On","Red Hat Enterprise Linux 7 (64-bit)","false","16,384","VMware Virtual Machine Instance","4","3","","42386900-1702-ab32-71d1-0d7e3ac4286d","","","42 38 69 00 17 02 ab 32-71 d1 0d 7e 3a c4 28 6d","2023-04-30 23:12:37","prd_mid","","","ServiceNow","154","","global","","2023-04-30 23:12:37","","[vsan-mjdc-sc] 8efa815e-403a-43a4-f645-b026284d7a20/mjdclxopndj004.vmx","Installed","Majestic Princess","","","","","","","2023-05-11 07:24:59","Operational","","","","","","","","","2023-05-11 07:24:59","prd_mid","3","","","50381ecf-6519-36ea-5168-c7e082eecc82","5d4b4336-c86e-4e10-8854-4c7726adf154","vCenter@10.124.130.70","rhel7_64Guest","",""
"mjdclxopnrs002","10.124.185.57","mjdclxopnrs002","On","Red Hat Enterprise Linux 7 (64-bit)","false","16,384","VMware Virtual Machine Instance","4","3","","4238ed66-a257-a735-11a0-91d4f7f400e4","","","42 38 ed 66 a2 57 a7 35-11 a0 91 d4 f7 f4 00 e4","2023-04-30 23:12:37","prd_mid","","","ServiceNow","154","","global","","2023-04-30 23:12:37","","[vsan-mjdc-sc] 77fa815e-66e0-6649-4a39-b02628658e90/mjdclxopnrs002.vmx","Installed","Majestic Princess","","","","","","","2023-05-11 07:24:59","Operational","","","","","","","","","2023-05-11 07:24:59","prd_mid","3","","","5038293c-d0a7-ebdf-e829-b68a395a7054","5d4b4336-c86e-4e10-8854-4c7726adf154","vCenter@10.124.130.70","rhel7_64Guest","",""
"mjdclxopnrs001","10.124.185.56","mjdclxopnrs001","On","Red Hat Enterprise Linux 7 (64-bit)","false","16,384","VMware Virtual Machine Instance","4","3","","4238a2a8-8223-1f36-bad8-11a984bf5774","","","42 38 a2 a8 82 23 1f 36-ba d8 11 a9 84 bf 57 74","2023-04-30 23:12:37","prd_mid","","","ServiceNow","154","","global","","2023-04-30 23:12:37","","[vsan-mjdc-sc] 78fa815e-3eb8-bb42-8442-b026284c0ec0/mjdclxopnrs001.vmx","Installed","Majestic Princess","","","","","","","2023-05-11 07:24:59","Operational","","","","","","","","","2023-05-11 07:24:59","prd_mid","3","","","5038b3fb-0f1f-c70d-4be3-0e345d6f478b","5d4b4336-c86e-4e10-8854-4c7726adf154","vCenter@10.124.130.70","rhel7_64Guest","",""
